,Title,URL,Address,Description,Class
1186,"AFTER SCHOOL Babysitting, Less than day care prices!",https://newyork.craigslist.org/brk/kid/d/after-school-babysitting-less/6301279404.html,East Flatbush,"
        
AFTER SCHOOL BABYSITTING

-Angela
-34 years old with college degrees in Education and Child Psychology.
-15 hour health and safety training for day care providers completed.
-CPR and first aid certified.
-Kings County/Downstate Hospital area in Brooklyn.
-Homework help.
-Tutoring grades K-5
-Affordable rates, less than day care prices!
Available 7 days a week. Will work with your schedule.
-References available upon request.

FOR MORE INFORMATION CALL 
 
    ",b
1201,AFTER SCHOOL CARE @ LITTLE MUNCHKIN CALL US TODAY !,https://newyork.craigslist.org/que/kid/d/after-school-care-little/6288996991.html,jamaica,"
        
HELLO PARENTS,
 

LITTLE MUNCHKIN LEARNER'S 
Little Munchkin Learner's shapes the lives of our little ones and helps them grow and develop as individuals. Little Munchkin Learner's offers an experience flush with fun, friendship, learning, and adventure. Join us !


LITTLE MUNCHKIN FULL TIME CARE:
AGE: 6MONTHS-5YEARS OLD
HOURS OF OPERATION: 7:30AM-6:30PM

DAILY PROGRAM: 
BREAKFAST
FREE PLAY
CLEAN UP
CIRCLE TIME
OUTSIDE PLAY
EXERCISE PLAY 
LUNCH (ALL FOOD IS COOKED FOOD) 
NAP IF NEEDED
STORY TIME 
GROUP ACTIVITY PLAY



WEEKLY PROGRAM:
DAILY LESSONS
DAILY PARK VISITS
LIBRARY VISITS
ACTIVITY EACH WEEK 


REGISTRATION IS NOW OPEN:
.


CONTACT US TO REGISTER YOUR CHILD TODAY OR FOR MORE INFO.
PHONE:
 

EMAIL: 
 

WEB: 

LIMITED SPOTS AVAILABLE 
PART TIME ALSO AVAILABLE 

LOCATION: JAMAICA QUEENS, ROSEDALE, ROCHDALE, SPRINGFIELD GARDENS    ",a
1207,LOOKING FOR A PART TIME ASSISTANT,https://newyork.craigslist.org/que/kid/d/looking-for-part-time/6301310022.html,Jamaica Queens,"
        
LOOKING FOR A PART TIME ASSISTANT FOR THE HOURS OF 2:00PM-4:30PM TO ASSIST WITH AFTER SCHOOL HOMEWORK.

PLEASE HAVE EXPERIENCE WITH KIDS OR IN SCHOOL FOR CHILDCARE EITHER ONE
THIS IS ONLY PART TIME 
GREAT FOR A PART TIME STUDENT OR SOMEONE LOOKING FOR A SECOND JOB
LOOKING TO HIRE ASAP 
PLEASE EMAIL YOUR RESUME AND A LITTLE ABOUT YOURSELF
INTERVIEWS WILL BE HELD THIS WEEK
INCLUDE YOUR PHONE #

THANK YOU 
WE LOOK FORWARD HEARING FROM YOU    ",c
1212,Child photographer available,https://newyork.craigslist.org/mnh/kid/d/child-photographer-available/6292515953.html,East Village,"
        
Hi!!

 I am a (female) Child (and pet) photographer who works with natural light to get beautiful adorable stolen moment photos of your children . I have been a freelance photographer for 7years. 

I am free to travel in the 5 boros . I can come to you home or we can shoot at any park/ attraction that you are interested in . 

Shoots are tailored to your needs . Rates vary, and will be provided, together with my website; to serious inquiries.

Thank you for your time

S.

References upon request
    ",c
1214,✲✲ Nanny With Flexible Hours Available Now_!!_!!!,https://newyork.craigslist.org/jsy/kid/d/nanny-with-flexible-hours/6264321352.html,Nannies,"
        
Thousands of parents use our company to do a free search to find nannies and sitters for their kids. Find your nanny today.
    ",b
1217,Mature Woman Seeking Childcare Position,https://newyork.craigslist.org/mnh/kid/d/mature-woman-seeking/6265277623.html,Bronx,"
        
I am seeking a position to care for your child or children in your home.  I have full availability and can live in or live out.  Preferably infants and toddlers.   I will also do light housekeeping in addition to my childcare duties.   Your little ones are in good hands with me.  I am honest reliable and punctual and will engage with your child and not be on cell phone all day.  My rates are negotiable and will work with any reasonable offer.  Serious enquiries please.    ",b
1220,Reliable Older Nanny Babysitter,https://newyork.craigslist.org/brx/kid/d/reliable-older-nanny/6265278698.html,Bronx,"
        
Mature Babysitter Nanny looking for a new position.  Full availability.   Rates negotiable.    ",b
1224,**Do You Need an After School Babysitter?**,https://newyork.craigslist.org/que/kid/d/do-you-need-an-after-school/6297381087.html,Queens,"
        
I am an experienced, mature, reliable, dependable, kind and trustworthy woman who is available for after school childcare in the East Elmhurst, Jackson Heights, Astoria areas.  

References available!
Background check welcome!

 Please call me at 
 
 
 (NO texts, Thank You!)    ",b
1225,Loving  Nanny Available,https://newyork.craigslist.org/wch/kid/d/loving-nanny-available/6275053901.html,,"
        
My Loving nanny families i am an experienced nanny who is available fulltime during the week and weekend. I assist with all daily living activities. With over 13 years experience I have references available at your request. I offer
- personal hygiene care
- Educational activities, reading, writing, painting, drawing.
-Bedtime story telling.



Past work history:
Live in nanny.
Live out nanny.
Driving to and from vacations 
Light housekeeping 
Doctors appointments 
Grocery Shopping 
Laundry
    ",b
1226,Mature and Loving Nanny available,https://newyork.craigslist.org/lgi/kid/d/mature-and-loving-nanny/6284152235.html,,"
        
Loving nanny families I am an experienced nanny who is available fulltime during the week. I assist with all daily living activities. With over 13 years experience I have references available at your request. I offer
- personal hygiene care
- Educational activities, reading, writing, painting, drawing.
-Bedtime story telling.



Past work history:
Live in nanny.
Live out nanny 
Driving to family vacations 
Doctors appointments 
Grocery Shopping
Laundry 
Light housekeeping    ",b
1227,Loving and Experienced Nanny Available,https://newyork.craigslist.org/mnh/kid/d/loving-and-experienced-nanny/6288526394.html,Upper East Side,"
        
I am an experienced nanny who is available for a fulltime live in position . I assist with all daily living activities. I have over 14 years experience with several families in the United States. References are available at your request. I offer
- Personal hygiene care
- Educational activities, reading, writing, painting, drawing.
-Driving the children to and from school.
-Trips to the parks and museums.
-Bedtime story telling.

I also offer cleaning and cooking.  I also specialise in both American and Caribbean cooking. I will sweep, mop, wipe, dust, clean out refrigerator, make beds, do laundry; ensuring that overall the house is always clean.

Qualities:
- Legal work authorization
-Valid drivers license
- Hardworking
-Trustworthy
-Childcare experience ages newborn-18 years
- Has worked with 4-5 children at a given time in one household.

Reason for leaving last job: Family moving out of NYC.




    ",b
1235,Babysitting/Petcare,https://newyork.craigslist.org/fct/kid/d/babysitting-petcare/6301593800.html,Fairfield,"
        
RETIRED MOM LOOKING FOR PART-TIME WORK AS A PETSITTER IN THE FAIRFIELD AREA. PLEASE CALL JANET AT 
 
 FOR MORE INFORMATION.
I AM MORE PARTIAL TO DOGS THAN CATS.

I AM VERY FLEXIBLE!! HOPE TO HEAR FROM YOU SOON.    ",b
1237,Sandy Rose Day Care,https://newyork.craigslist.org/brk/kid/d/sandy-rose-day-care/6301588665.html,"987 Lafayette Ave, Brooklyn, NY 11221","
        
Open For Registration, for children 6 weeks to 12 years old
We accept all Vouchers and Private.
Also Full-time and Part-time enrollment.
We are licensed and certified.
Speak both English and Spanish.
Convenient hours from7am to 6pm, Monday thru Friday.
We provide breakfast, lunch and snack.
Provide pickup for after school program.
Location 987 Lafayette Ave, Brooklyn, NY 11221
Between Malcolm X and Styvesant Ave
Info Contact 
 
 , 
 
    ",a
1242,Creative*Experienced*Energetic*Babysitter*Nanny *Available,https://newyork.craigslist.org/mnh/kid/d/creativeexperiencedenergeticba/6262793504.html,New York,"
        
Do you want to quickly find a great nanny or babysitter in New York? Want to see precisely what services they are offering before calling or emailing someone? For a part time, full time or occasional baby-sitter or nanny with stellar references that can be verified:     ",b
1245,RELIABLE EXPERIENCED nanny/housekeeper,https://newyork.craigslist.org/lgi/kid/d/reliable-experienced-nanny/6287144134.html,MANHATTAN,"
        
Extremely dedicated, very responsible, 
educated nanny/housekeeper seeks live-out position in Manhattan.
I'm very loving, nurturing, caring, patient, trustworthy nanny  with 18 years of experience, with excellent communication skills and ability  to take care of multiple children.
I'm equally competent with newborns, toddlers, school-aged  children. I truly love kids and  enjoy engaging children in             all educational activities. I love to read, play, teach young children  and babies.
I'm highly-organized, energetic person and very skilled in all  aspects of housekeeping.
If you are looking for reliable person to care for your children,  look no further. 
You won't be disappointed.
I'm looking forward to hearing from you.
Thank you for reading and have a great day.
    ",b
1246,🐝🐝🐝Nanis Lil Buzzy Bees Daycare 🐝🐝,https://newyork.craigslist.org/wch/kid/d/nanis-lil-buzzy-bees-daycare/6281542967.html,Yonkers ny,"
        
🐝 NANI'S LIL BUZZY BEES DAYCARE 

🐝 Hi, and welcome to ""Nani's Lil Buzzy Bees Daycare"". This page is about ""our"" Daycare. 
We watch children from  6 months old to 12 years old and after school children as well.

🐝 Our program offers the comfort of home along with the structure of a school.

🐝 Our day Includes: arts/crafts, games/music, story time/books, free play, group activities, outdoor play, & parties.

🐝 FUN STARTS HERE. COME JOIN THE FUN

🐝 GIVE US A CALL AND SET UP AN APPOINTMENT TODAY..WE HAVE SLOTS AVAILABLE AND ARE CURRENTLY INTERVIEWING FAMILIES!!

🐝 Licensed Family Daycare for 12 Years Now

🐝 Sorry but (NO) Programs ..... (NO) DSS 

🐝 Please call: 
 


🐝 Waiting list are available 

🍯 Appointments to view Our BeeHive are on Sundays evening's 🍯


I would ONLY answer to ""CALLS"" due to a lot of SCAMS
(If you call during business hours and I don't answer, ""PLEASE leave a message"" & I will gladly return your call!)

SO I WON'T REPLY TO TEXT OR EMAILS 
SORRY & THANK YOU

🌺 LIKE US TODAY ON FACEBOOK 🌺 
 

🍯 Follow us on Instagram 🍯
@nanis_lil_buzzy_bees_daycare    ",a
1247,babysitter/nanny for Ukrainian or Russian family,https://newyork.craigslist.org/jsy/kid/d/babysitter-nanny-for/6261442325.html,"Jersey City, Bayonne, Hoboken","
        
I am looking for a babysitting job in Jersey City, Bayonne or Hoboken.
I have lots of experience caring for children of all ages,           
love children and perform my work with great responsibility.
I am educated, responsible and have excellent recommendations.
Jersey City resident, USA citizen.
Available full time from Monday to Friday. 
Languages: Ukrainian, Russian   basic English 
If you're interested please email with contact info and any question.
 Thanks 

    ",b
1250,Spanish/French babysitter for evenings and weekends,https://newyork.craigslist.org/mnh/kid/d/spanish-french-babysitter-for/6295662128.html,,"
        
¡Hola! / Salut !

My name is Andrea. I am from Spain, currently in New York for an internship in the arts. I am available for babysitting on evenings and weekends. I am college educated and hold a degree in Spanish and French Linguistics and Literature and will be happy to speak to your children in any language you prefer! I am responsible, punctual and caring and will make sure your children's time with me is enjoyable and stimulating. I am also available for French and Spanish tutoring upon request.

$20/hr

¡Hasta pronto! À bientôt !    ",b
1252,Full time care available Monday-Friday 7AM-6PM,https://newyork.craigslist.org/lgi/kid/d/full-time-care-available/6301755801.html,64 Fairview Ave Deer Park,"
        
Day Care available in Deer Park Long Island. Great program quite a bit to offer. Come check it out. 152 East 4th Street Deer Park, N.Y. 11729 
 
 Rose    ",a
1260,Artistic Babysitters Wanted,https://newyork.craigslist.org/mnh/kid/d/artistic-babysitters-wanted/6301787455.html,Financial District,"
        
Sitters Studio, New York's premier babysitting agency, is looking for new team members to join us. Sitters Studio is unlike a traditional agency because we staff artists (singers, actors, painters, dancers etc.) as babysitters. We believe babysitting should not only be safe but also artistically fun.

Sitters Studio is a great community for artists because we provide flexible schedules, access to gym memberships, as well as a group of fellow artists to keep you motivated and connected to your art. 

We are looking for sitters to join our community for PART TIME work. We are particularly interested in meeting sitters who have newborn/infant experience and available to work weekends. You will need at least 3 references, with a minimum of 2 being childcare references. We have wonderful families looking for regular sitters and offer opportunities to sit for some families in the top hotels in the city. 

Please visit our website to learn more about us (www.sittersstudio.com). 

If interested PLEASE EMAIL 
 
 , DO NOT CALL.    ",b
1261,Live-out DRIVING Nanny Needed!!,https://newyork.craigslist.org/wch/kid/d/live-out-driving-nanny-needed/6293668874.html,Scarsdale,"
        
Scarsdale Live-out driving weekend nanny needed! Adorable 2 year old twins need a very active and experienced nanny who can handle bathtime and mealtime with 2, loves to play outdoors and is fully engaged. The family can give off 3-4 weekends per year with advance notice. Must work every weekend consistently and commit to at least 1 year. The hours are usually 7 am to 7 pm or 8 am to 8 pm. Nanny will work all day Saturday and all day on Sunday every weekend. It is $20 to $22 per hour paid fully on the books. Nanny must drive and have great references whom we can call working with children. Mention job FFs2234    ",b
1262,Live-in Tuesday-Saturday Housekeeper/ Nanny Needed!,https://newyork.craigslist.org/wch/kid/d/live-in-tuesday-saturday/6293670304.html,Armonk,"
        
Live-in Tues-Sat Housekeeper / Nanny Needed for nice family in Armonk Westchester! $700 take home for 50 hours per week. Must live-in. Live-in Tues morning to Sun morning. Must have real references working in cleaning and with newborns, and speak English. 60% of the job is cleaning and laundry. 40% of the job is childcare for a newborn and 3 year old. Mention job R303035    ",b
1263,Live-in DRIVING Full-Time Nanny/ Family Assistant Needed!!,https://newyork.craigslist.org/wch/kid/d/live-in-driving-full-time/6293673752.html,Bedford,"
        
LIVE - IN DRIVING FULL TIME NANNY / FAMILY ASSISTANT: BEDFORD, NY (WESTCHESTER) $1,000 after taxes.
Family seeking experienced full time (60 hrs. week) ‪Mon - Fri 7am-7pm live-in nanny for 2 girls (9 months & 2 yrs.). Must be an experienced driver. Additional requirements include several years of prior full time nanny experience, must live-in, toddler & infant experience, great references, attention to detail, legal to work, travel with the family on vacations, high energy, active lifestyle and willing to help to keep things running smoothly. Light housekeeping and errands include: family dishes, laundry, grocery lists and shopping. Pay is on the books $1,000 after taxes. Mention job JL9260    ",b
1264,Housekeeper Needed Tuesday-Saturday!!,https://newyork.craigslist.org/mnh/kid/d/housekeeper-needed-tuesday/6293680518.html,Upper East Side,"
        
Housekeeper Needed! Upper East Side. Tues-Sat 8-9 hours per day. It is $1,000-$1,000 per week and you must be legal to work with excellent references and fluent English. Housekeeper must be flexible with her hours. Deep cleaning, laundry, ironing, packing and unpacking. Mention job LB2201    ",c
1265,TriBeCa/ Hamptons Nanny Needed Full-time!,https://newyork.craigslist.org/mnh/kid/d/tribeca-hamptons-nanny-needed/6293686268.html,TriBeCa,"
        
TRIBECA / HAMPTONS NANNY NEEDED MON-FRI! Nanny is needed for a 6 year old boy Mon-Fri 9 am to 7 pm. Job is live-out most of the year, but for part of July and August the nanny would live-in Mon-Fri in The Hamptons. $900-$1,000 take home per week DOE. They need a very energetic and engaging nanny who loves to run around and can do occasional overnights. 3 weeks of paid vacation 1 over Thanksgiving and the other 2 when the employer is on vacation. Very sweet family looking for a super active and fun nanny long term. If the nanny is also willing to do deep cleaning, laundry and ironing while the boy is in school they can pay $1,150 per week take home, but it is not required. Mention job AdriaM06    ",b
1266,Housekeeper/ Laundress Needed Part-time!,https://newyork.craigslist.org/mnh/kid/d/housekeeper-laundress-needed/6293671749.html,TriBeCa,"
        
Tribeca NYC Housekeeper / Laundress Needed 1 or 2 days per week. Mon and Thur AND / OR Tues and Thur. Must have 4+ years of experience as a housekeeper and laundress. Deep cleaning, laundry and ironing for a family of 3. 6-7 hours of work for $200 per day. Must speak English well and have excellent real references. Mention job Amer2    ",c
1267,Manhattan/ Hamptons Nanny Needed Full-time!!,https://newyork.craigslist.org/mnh/kid/d/manhattan-hamptons-nanny/6293695617.html,Upper East Side,"
        
GREAT MANHATTAN / HAMPTONS NANNY NEEDED Mon-Fri 55 hours per week usually 7 am to 6 pm or 8:30 am to 7:30 pm for $900 after taxes paid on the books. Perfectly fluent English. Hours vary and the nanny must be very flexible. This job is for someone who truly loves being a nanny and is super energetic to play with both kids.
The kids are ages 2 and 4 and there is light housekeeping.
Nanny must have 4+ yrs experience and recent real references.
It is live out during the school year in Manhattan. In the summers nanny would live-in Mon-Fri in the Hamptons with them. No exceptions. Mention job BZ2440    ",b
1268,$125/WK CHILDCARE ANY AGE,https://newyork.craigslist.org/brk/kid/d/125-wk-childcare-any-age/6301834248.html,East Flatbush,"
        
Bundles of Joy Group Family Daycare located on Brooklyn Avenue between Avenues I & J

REGISTER YOUR CHILD AT $125 PER WEEK ALL AGES - $100 PER WEEK FOR AFTERSCHOOL CARE - HOURS 7AM - 7:00PM - MONDAY-FRIDAY


All staff members are certified in:

Child Development Associate
CPR
First Aid
Health & Safety

Breakfast, Lunch, Dinner and a snack are provided daily.

Academic sessions are provided daily.  We have theme days where children work on special projects in computers, arts & craft, science, multicultural activities, cooking and more.

Our afterschool program provides homework assistance.

Check out our website at www.bundlesofjoydaycare.com.

For more information contact Angela at 
 
.

    ",a
1269,HIGHLY EXPERIENCED LIVE-in DRIVING NANNY/ HOUSKEEPER AVIALALBE!!,https://newyork.craigslist.org/mnh/kid/d/highly-experienced-live-in/6293685401.html,Upper East Side,"
        
Live-in driving nanny / housekeeper with more than 12 years of experience is available full time Mon-Fri. She speaks Russian, English and Georgian. She would like to work in Manhattan, Westchester or on Long Island. She is seeking a competitive salary and a nice family. Mention nanny M. The Abigail Madison Nanny Agency has this 38 year old experienced live-in candidate and many others like her!

Abigail Madison Nanny and Household Staffing, Inc.

    ",b
1272,Bi-LINGUAL LIVE-IN NANNY WHO DRIVES AVAILABLE NY/NJ AREAS!,https://newyork.craigslist.org/mnh/kid/d/bi-lingual-live-in-nanny-who/6293698820.html,Upper East Side,"
        
Spanish and English speaking live-in nanny who drives is available in NJ and NY! She has more than 20 years of experience and would like to work with young children Tues-Sat or Mon-Fri. Competitive salary and a friendly family for long term. The Abigail Madison Agency specializes in bilingual nannies and we have this candidate and many more like her available! 

Abigail Madison Nanny and Household Staffing, Inc.

    ",b
1273,Live-in Mandarin and English Speaking Nanny Needed!,https://newyork.craigslist.org/mnh/kid/d/live-in-mandarin-and-english/6293684023.html,Upper East Side,"
        
Live-in Weekend Nanny Needed! Mandarin and English speaking required. Must have experience and references with infants. The baby is 6 months old. Fri evening to Monday morning. $400-$500 per weekend. Long term commitment. Mention job DK16    ",b
1274,Part-time Nanny Needed to Start ASAP!!,https://newyork.craigslist.org/mnh/kid/d/part-time-nanny-needed-to/6301826501.html,Upper West Side,"
        
Great UWS Manhattan family is searching for a part time nanny to work Mon-Fri 2 pm to 7 pm. It is $20 per hour take home for 2 kids who are Middle School age. Starts asap! Nanny must have at least 3 years of references and experience, a friendly personality and speak English with complete fluency. Kids need to be taken to after school sports, need help with homework etc. Mandarin speaking and driving are a plus but not required. Mention job AF1215    ",b
1275,Experienced and Educated Female Babysitter Available in Western Queens,https://newyork.craigslist.org/que/kid/d/experienced-and-educated/6301813870.html,,"
        
I am a 33 year old female living in Sunnyside looking to offer babysitting services to fellow Sunnysiders / Woodsiders / LICers / Astoria people. I am college educated and have lived in Sunnyside for close to one year. I have experience taking care of kids of all ages, and have babysat and looked after my two nephews (now 6 and 8 years old) since they were born. 
 
I know the surrounding neighborhoods very well, and am comfortable running errands and doing light cooking and cleaning if also needed. I am totally comfortable with pets and can be available for dog walking and house sitting. I am not currently looking for a full time position, but am flexible with my schedule and can work both days and nights. 
 
Please feel free to contact me and ask for any further information you might need.
    ",b
1276,Part-time Nanny Needed!,https://newyork.craigslist.org/mnh/kid/d/part-time-nanny-needed/6293713343.html,Upper East Side,"
        
PART TIME NANNY NEEDED ON THE UPPER EAST SIDE! Sweetest family needs a nanny kids ages 1 and 4. $20 / hour. 
Tues 1 pm to 7:30 pm, Thur 2:30 pm to 7:30 pm, Fri 12-7
Must be able to commit to these days and hours for at least 1 year. Must have 3+ years of nanny experience and great references that we can call. Send your resume and mention job LB1981    ",b
1277,Live-out Full-time Housekeeper Needed Who Travels!!,https://newyork.craigslist.org/mnh/kid/d/live-out-full-time/6293711209.html,Upper East Side,"
        
Manhattan Housekeeper Needed Live-Out Tues-Sat 40 hours per week with travel! Experienced housekeeper who can work $25 per hr Tuesday to Saturday from 8 am to 4 pm or 10 am to 6 pm and travel internationally. 5 days a week. The family travels to Israel for 2 weeks at a time. The job is live-out, but the housekeeper would have to travel internationally 3 times per year. Great references are a must! Cleaning, laundry and ironing. Long term job. Mention job LBnew22    ",b
1278,HIGHLY EXPERINCED TAGALOG AND ENGLISH SPEAKING BABY NURSE AVAILABLE!!,https://newyork.craigslist.org/mnh/kid/d/highly-experinced-tagalog-and/6293696308.html,Upper East Side,"
        
Baby Nurse w/ more than 18 years of experience is available from the end of August until January! Speaking English and Tagalog ( Filipino language ) fluently and has excellent references in NYC. She can travel as well! Mention baby nurse E.

Abigail Madison Nanny and Household Staffing, Inc. 

    ",b
1282,EXCEPTIONAL MOTIVATED 24/7 FILIPINO'S BABY NURSES'87 /All could travel,https://newyork.craigslist.org/mnh/kid/d/exceptional-motivated-24-7/6302041721.html,Upper East Side,"
        
Extremely Reliable Filipino's Baby Nurse (All Registered Nurses from the Philippines)
m
 * For Quadruplets/Triplets/Twins ...
 * For Individual/Single Infant (Newborn)
 * Professional Governess
 * College Educated Nannies with early child developments backgrounds.
 * Manny/Nanny
 .All our Baby Nurses Are Fully Screened and Travel Internationally.
For More Information regarding our services call us at 
 
/
 

 
 
 (taking messages/texts or call 24/7) e-mail:phil.services @yahoo.com Visit our  website :https//philservices.squarespace.com
We are open 7 days a week Monday - Friday 9AM to 6PM/Sat: 10 AM to 5PM/Sun: 12 noon to 5 PM (by appointment only)

PHILIPPINE NURSES MEDICAL STAFFINGS (aka) PHILIPPINO PLACEMENT AGENCY, INC.
 * bonded/lic#1339510.

We are located at 5 West 46th Street suite#501, 5th floor (very close at 5th avenue and 46th street).
 

    ",b
1283,CHEAP AFFORDABLE BABYSITTER,https://newyork.craigslist.org/que/kid/d/cheap-affordable-babysitter/6302040993.html,,"
        
Hi there my name is Marithza and I'm 28 years old, at the moment I'm a stay at home mom with my 2 toddler daughters. I'm opening my home to provide childcare, I'm great with children and have plenty of experience in childcare, I also have a nursing assistant license and CPR license. If your in need of a loving a caring babysitter please feel free to contact me at 
 
 I reside in the Queens area. Thanks    ",b
1284,OVER NIGHT  WEEKLY DAILY WEEKEND CHILDCARE AVAILABLE,https://newyork.craigslist.org/brk/kid/d/over-night-weekly-daily/6302014647.html,BROOKLYN,"
        
HI
 I CAN WORK WITH UR SCHEDULE AND ALSO PICK UP AND DROP OFF MAY BE AVAILABLE  I HAVE A SAFE CLEAN HOME AND I ALSO HAVE IMPECCABLE REFERENCES PLEASE CALL - 
 
    ",b
1286,ARE YOU EXPECTING & SEEKING AFFORDABLE CHILD CARE IN MURRAY HILL?,https://newyork.craigslist.org/mnh/kid/d/are-you-expecting-seeking/6302038908.html,Murray Hill,"
        
We are expectant professional parents Due in late January, seeking to meet similarly situated expectant parents to plan fora Nanny Share. 

We are posting this now because are learning how expensive trustworthy childcare is to secure. Because we both work long hours, it appears that most group childcare will be impractical for us. (Most childcare facilities close at 6pm or so.) The cost of a private nanny seems prohibitive and, perhaps, even undesirable. So we are seeking to meet other expectant parents who are in a similar situation and, perhaps, agree to share a nanny in the neighborhood. 

We live at 40th street and Second Avenue and looking to meet another family -very- close by to us: We are thinking of an area bounded north by 44rd Street and south by 37th Street, and from First Avenue to Third Avenue. We hope to meet a happy, thoughtful, professional married couple for this purpose.

Please write to us if this seems an arrangement you may be interested in. Please also feel free to share any information or advice on this subject that you may have. We would very much appreciate it.

    ",b
1289,Job Openings Group Family Daycare,https://newyork.craigslist.org/brk/kid/d/job-openings-group-family/6302080004.html,,"
        
Job Openings Group family Daycare

Daycare located in Brooklyn, NY 11234

Position: Daycare Teacher/Assistant:

Do you have a creative approach to teaching and some knowledge of arts & crafts? Do you like working with children? Then be apart of our team, in our home based group family daycare program, where we care for maximum of 16 children.


Every candidate is required to get finger printed and background check, no expectations. 

Only serious applicants, please submit your resume and rate of pay. 

Qualifications:
•	Able to work with young children.
•	1 year of experience working with children in daycare or day-camp. 
•	Able to assist with daily routines. 
•	Prepare lesson plans.
•	Keep a clean and safe environment.
•	Change pampers. 
•	Prepare children meals and snacks.


    ",a
1291,"Babysitter, Childcare, Nanny.",https://newyork.craigslist.org/que/kid/d/babysitter-childcare-nanny/6302042419.html,"77ST, Ozone Park","
        
Cant afford childcare and looking for something a little cheaper?
I am a loving mother of two. Looking to help a family in need of a sitter.
I work from home meaning you will simply have to drop and pick up your child.
I am available 7 days a week, morning, noon and overnight shift for those of you looking for an overnight sitter.

My rates are 40$ from 8am til 6pm, anything after 6pm is 10$ an hr.
And Weekend rate is 60$. I ONLY ACCEPT CASH.

    ",b
1292,Babysitter Needed ASAP,https://newyork.craigslist.org/brx/kid/d/babysitter-needed-asap/6302083245.html,Bronx,"
        
Hi!
Please read post carefully. 

I'm looking for a sitter for my 7 year old daughter. You must be in the Bronx and must be available Monday-Friday. I NEED MY DAUGHTER TO BE PICKED UP AT 5 PM FROM HER BUS STOP. Her school bus would drop her off on 195th St and Jerome Av. I would pick her up by 8 pm. I will always tell you the days I need you ahead of time but generally I need someone 5 days a week. The pay is $125/week. PLEASE HAVE A RELIABLE WAY OF TRANSPORTATION, be it MTA OR CAR. I am looking for someone who is patient, kind and responsible. Also someone who is great with kids when it comes to playtime and things like taking them to the park. If you feel you meet the criteria feel free to get in touch. I NEED SOMEONE  IMMEDIATELY. EMPHASIS ON IMMEDIATELY. NO CALLS, TEXT OR EMAIL PLEASE.    ",b
1293,SITTER WITH CAR CAN PICK UP AND DROP OFF AS WELL AS CHILDCARE,https://newyork.craigslist.org/brk/kid/d/sitter-with-car-can-pick-up/6302009021.html,BROOKLYN,"
        
GOOD DAY
I AM A RELIABLE SITTER WHO CAN WATCH YOUR CHIL AND DO PICK UP AND DROP OFF IF NEEDED / I WILL WORK WITH YOUR BUDGET AND YOUR SCHEDULE . PLEASE CALL 
 
    ",b
1294,PART TIME LIVE OUT NANNY,https://newyork.craigslist.org/mnh/kid/d/part-time-live-out-nanny/6302094539.html,New York,"
        
Sonia 

(SERIOUS INQUIRING, PLEASES) 

As a nanny with over ten years of experience, I am passionate about caring for newborns, infants, children and youth. Therefore I wish to apply for the position of nanny/babysitter which you are seeking to fill. 
Throughout my career I have worked in private residences where I have provided care for many children ranging in age from newborn to twelve year old. In these positions I have handled a diverse range of responsibilities including feeding, grooming, putting to bed, supervising children, providing academic tutoring, preparing healthy meals, housekeeping, ensuring safety, and providing the emotional support needed to instill confidence in children. I also have provided care for pets. 
In addition to my years of experience I bring to you the following qualifications: college graduate, Fire Safety training, Certification CPR, and First Aid. Thorough and organized in managing schedules. 
Warm personality with an ability to make all children feel safe and comfortable. 
I am confident that you will find me to be an extremely prompt, dedicated, hardworking and caring individual with a strong commitment to childcare services. Please feel free to contact me with any questions. Thank you for your time and consideration. 
PS: I work with multiple children. 
Sincerely, 
Sonia P.
    ",b
1301,J&K Cutie Pies Childcare,https://newyork.craigslist.org/brx/kid/d/jk-cutie-pies-childcare/6302133030.html,"(Bronx/Riverdale, NY 10463","
        
At J&K Cutie Pies Family Daycare, we take care of you children so you can take care of everything else you need to.  What you get with admission to J&K:
NY state registered and licensed
A comfortable home like environment with certified, trained and experienced providers!  
An educational and fun environment that will give your child a head start on building social skills with other children in a social school like setting.
Arts, Crafts, and games to help stimulate your child's mind!
A nurturing environment with positive reinforcement.
2 Wholesome meals and  snacks everyday.
And so much more.......
Please feel free to contact us with any questions. 
We will be happy to arrange a scheduled visit so you can tour our facilities!

www.jandkcutiepieschildcare.com
On facebook     Like us!

Call us for more information: HABLAMOS ESPANOL! 
 
  Ask for Korytt or Jahaira and don't be shy leave a message if we can't get to the phone we will call you back as soon as possible.    ",a
1302,French Nanny share available in PT starting September 2017,https://newyork.craigslist.org/brk/kid/d/french-nanny-share-available/6302190432.html,Brooklyn,"
        
I'm stay at home Mom and offering my childcare services accepting newborns and up. I'm CPR and First Aid certified and have references.

As a French native speaker, i'm offering playtime, outdoor activities, story readings in French...
Pick up from school is also available depending on location.

Please feel free to contact me for further infomations.

Sabrina.    ",b
